,account length,international plan,voice mail plan,number vmail messages,total intl minutes,total intl calls,total intl charge,customer service calls,churn,avg_minutes,avg_calls,avg_call_duration,avg_charge,%_srv_intency,%_intl_srv_intensity
285,145,no,yes,24,15.6,3,4.21,2,False,191.77,100.0,1.92,17.12,2.0,66.67
286,137,no,no,0,8.8,5,2.38,2,False,176.3,102.67,1.72,18.24,1.95,40.0
287,137,no,no,0,14.5,4,3.92,2,False,235.03,86.0,2.73,21.95,2.33,50.0
288,167,no,no,0,14.1,5,3.81,0,False,198.4,83.0,2.39,19.34,0.0,0.0
289,89,no,no,0,5.3,3,1.43,1,True,292.3,99.33,2.94,29.29,1.01,33.33
290,199,no,yes,34,8.0,2,2.16,0,False,249.77,104.67,2.39,23.77,0.0,0.0
291,132,no,no,0,9.7,3,2.62,0,False,117.9,104.67,1.13,11.17,0.0,0.0
292,94,no,no,0,5.9,4,1.59,1,False,172.6,110.67,1.56,17.73,0.9,25.0
293,96,no,yes,37,10.3,5,2.78,5,True,169.63,98.33,1.73,16.43,5.08,100.0
294,96,no,yes,18,9.8,3,2.65,1,False,188.53,89.67,2.1,17.46,1.12,33.33
295,166,no,no,0,9.5,5,2.57,1,False,200.3,125.33,1.6,19.92,0.8,20.0
296,74,no,no,0,10.1,5,2.73,2,False,158.6,78.33,2.02,14.01,2.55,40.0
297,36,no,no,0,11.9,1,3.21,0,False,194.1,91.33,2.13,17.76,0.0,0.0
298,113,no,no,0,6.6,9,1.78,4,False,213.77,112.33,1.9,21.52,3.56,44.44
299,94,no,no,0,6.6,5,1.78,1,False,223.03,100.0,2.23,20.27,1.0,20.0
300,67,no,no,0,11.9,4,3.21,2,False,159.17,90.67,1.76,15.79,2.21,50.0
301,127,no,no,0,5.9,2,1.59,1,True,246.2,131.0,1.88,25.72,0.76,50.0
302,121,no,no,0,11.2,3,3.02,0,True,272.63,87.67,3.11,24.04,0.0,0.0
303,158,no,no,0,9.1,4,2.46,1,False,230.53,103.0,2.24,20.86,0.97,25.0
304,136,no,no,0,10.3,10,2.78,1,False,186.57,94.67,1.97,15.61,1.06,10.0
305,196,no,no,0,9.1,5,2.46,2,False,218.87,97.67,2.24,22.93,2.05,40.0
306,113,no,no,0,8.5,10,2.3,1,True,251.47,111.33,2.26,26.23,0.9,10.0
307,122,no,no,0,11.4,3,3.08,4,True,215.03,98.33,2.19,24.89,4.07,133.33
308,112,no,no,0,11.4,2,3.08,0,False,189.37,96.67,1.96,19.16,0.0,0.0
309,209,no,no,0,8.9,4,2.4,3,False,223.03,98.0,2.28,22.95,3.06,75.0
310,62,no,no,0,13.2,2,3.56,1,True,244.8,101.67,2.41,24.31,0.98,50.0
311,110,no,yes,38,9.7,6,2.62,1,False,205.23,98.67,2.08,21.69,1.01,16.67
312,16,no,no,0,10.9,3,2.94,0,False,198.4,75.33,2.63,19.75,0.0,0.0
313,73,no,no,0,9.8,4,2.65,0,False,193.13,111.67,1.73,16.35,0.0,0.0
314,128,no,no,0,18.9,2,5.1,0,False,195.0,105.67,1.85,16.73,0.0,0.0
315,39,no,no,0,12.4,3,3.35,1,False,163.5,108.0,1.51,13.96,0.93,33.33
316,103,no,yes,28,7.7,4,2.08,2,False,183.97,93.67,1.96,16.92,2.14,50.0
317,119,no,yes,29,7.6,3,2.05,3,False,174.07,85.33,2.04,16.17,3.52,100.0
318,173,no,yes,21,5.0,5,1.35,3,False,239.1,105.33,2.27,23.27,2.85,60.0
319,128,yes,yes,32,9.4,2,2.54,2,True,189.07,85.33,2.22,20.34,2.34,100.0
320,86,no,no,0,6.2,3,1.67,0,False,240.97,84.67,2.85,21.64,0.0,0.0
321,114,no,yes,32,12.9,3,3.48,1,False,178.47,91.0,1.96,15.62,1.1,33.33
322,104,no,no,0,10.0,3,2.7,0,False,210.17,98.0,2.14,18.66,0.0,0.0
323,148,no,no,0,11.3,4,3.05,1,False,194.83,105.67,1.84,15.65,0.95,25.0
324,129,no,no,0,13.4,5,3.62,3,False,202.33,108.0,1.87,19.8,2.78,60.0
325,100,no,yes,30,7.1,3,1.92,0,False,143.53,109.67,1.31,11.84,0.0,0.0
326,121,no,yes,35,11.4,4,3.08,1,False,158.43,68.67,2.31,12.78,1.46,25.0
327,143,no,yes,33,9.5,4,2.57,1,False,210.33,105.33,2.0,22.57,0.95,25.0
328,76,no,no,0,12.5,3,3.38,0,False,201.27,104.0,1.94,20.21,0.0,0.0
329,158,no,no,0,14.4,12,3.89,0,False,175.17,94.0,1.86,19.64,0.0,0.0
330,116,no,no,0,7.9,2,2.13,3,False,211.73,109.0,1.94,21.71,2.75,150.0
331,54,no,no,0,9.5,2,2.57,1,True,239.57,89.33,2.68,25.45,1.12,50.0
332,86,no,no,0,12.2,5,3.29,7,True,154.6,122.0,1.27,14.93,5.74,140.0
333,108,no,no,0,9.3,4,2.51,0,False,213.33,88.0,2.42,20.19,0.0,0.0
334,66,no,no,0,7.5,4,2.03,1,False,195.77,87.33,2.24,19.23,1.15,25.0
335,151,no,yes,17,8.6,4,2.32,1,False,174.1,77.0,2.26,18.63,1.3,25.0
336,99,no,no,0,10.6,2,2.86,0,False,203.63,83.67,2.43,19.83,0.0,0.0
337,55,no,no,0,7.0,7,1.89,2,False,224.5,122.33,1.84,20.55,1.63,28.57
338,77,no,no,0,7.6,3,2.05,2,False,237.67,100.67,2.36,23.99,1.99,66.67
339,78,no,no,0,14.6,2,3.94,0,False,199.93,98.67,2.03,21.03,0.0,0.0
340,89,no,no,0,9.1,1,2.46,1,True,217.4,86.67,2.51,21.01,1.15,100.0
341,101,no,no,0,10.8,11,2.92,1,False,238.27,120.33,1.98,21.8,0.83,9.09
342,44,no,yes,34,14.0,7,3.78,0,False,203.73,84.0,2.43,20.57,0.0,0.0
343,98,no,yes,21,0.0,0,0.0,2,False,161.83,89.33,1.81,12.32,2.24,inf
344,64,no,yes,37,13.3,3,3.59,1,False,134.63,98.0,1.37,13.61,1.02,33.33
345,141,no,no,0,7.2,8,1.94,3,False,191.47,123.33,1.55,21.85,2.43,37.5
346,81,no,yes,33,12.2,5,3.29,1,False,181.97,102.67,1.77,16.56,0.97,20.0
347,162,no,no,0,10.5,11,2.84,1,False,187.5,109.0,1.72,19.7,0.92,9.09
348,83,no,yes,41,13.1,5,3.54,3,False,148.6,111.33,1.33,15.35,2.69,60.0
349,100,no,no,0,12.8,3,3.46,4,True,151.93,68.0,2.23,12.7,5.88,133.33
350,59,no,no,0,11.3,8,3.05,4,False,205.7,99.67,2.06,19.59,4.01,50.0
351,179,yes,yes,38,10.1,4,2.73,4,False,230.57,78.0,2.96,22.67,5.13,100.0
352,79,no,no,0,5.3,3,1.43,1,False,141.93,110.33,1.29,15.09,0.91,33.33
353,117,no,no,0,14.7,9,3.97,2,False,196.87,88.33,2.23,19.16,2.26,22.22
354,64,yes,no,0,13.2,2,3.56,2,True,216.3,86.33,2.51,22.49,2.32,100.0
355,31,no,no,0,12.7,2,3.43,1,False,153.03,98.67,1.55,14.87,1.01,50.0
356,124,yes,no,0,11.3,4,3.05,1,False,213.13,94.33,2.26,22.3,1.06,25.0
357,122,no,yes,23,8.5,2,2.3,2,False,161.3,104.33,1.55,15.88,1.92,100.0
358,37,yes,yes,39,9.2,4,2.48,1,False,158.37,95.67,1.66,16.18,1.05,25.0
359,90,no,yes,29,5.8,4,1.57,1,False,197.73,103.0,1.92,18.68,0.97,25.0
360,159,yes,no,0,8.8,6,2.38,1,True,250.77,87.33,2.87,26.16,1.15,16.67
361,148,no,no,0,11.3,6,3.05,0,False,185.7,87.67,2.12,15.94,0.0,0.0
362,39,no,yes,36,12.0,5,3.24,1,False,198.7,121.67,1.63,17.94,0.82,20.0
363,77,no,no,0,11.3,3,3.05,2,False,214.27,120.33,1.78,20.6,1.66,66.67
364,194,no,no,0,10.9,2,2.94,0,False,189.37,95.67,1.98,18.13,0.0,0.0
365,154,no,no,0,10.1,9,2.73,1,True,273.73,89.67,3.05,29.82,1.12,11.11
366,112,no,no,0,9.1,3,2.46,4,False,195.33,111.33,1.75,20.37,3.59,133.33
367,45,no,no,0,18.0,3,4.86,1,False,195.53,111.67,1.75,15.44,0.9,33.33
368,132,no,no,0,7.6,5,2.05,1,False,154.1,120.33,1.28,13.51,0.83,20.0
369,128,no,no,0,16.0,2,4.32,0,False,209.43,98.33,2.13,21.14,0.0,0.0
370,135,no,no,0,10.3,6,2.78,1,False,210.4,92.33,2.28,20.88,1.08,16.67
371,56,no,no,0,10.6,6,2.86,2,False,215.03,101.0,2.13,20.86,1.98,33.33
372,151,yes,no,0,12.4,1,3.35,0,True,200.53,80.0,2.51,19.63,0.0,0.0
373,32,no,no,0,14.8,2,4.0,2,False,187.33,100.67,1.86,18.36,1.99,100.0
374,90,no,no,0,9.2,6,2.48,2,False,222.27,78.0,2.85,20.28,2.56,33.33
375,87,no,yes,21,10.6,5,2.86,0,False,176.17,103.0,1.71,19.24,0.0,0.0
376,138,no,no,0,11.2,7,3.02,2,False,158.87,104.67,1.52,15.83,1.91,28.57
377,79,no,no,0,6.7,18,1.81,1,False,215.43,112.33,1.92,21.12,0.89,5.56
378,95,yes,no,0,11.5,2,3.11,1,True,216.87,95.0,2.28,20.47,1.05,50.0
379,127,no,no,0,6.8,4,1.84,2,False,204.93,103.0,1.99,20.57,1.94,50.0
380,137,no,no,0,14.7,2,3.97,3,False,217.23,87.0,2.5,22.41,3.45,150.0
381,97,no,no,0,14.7,4,3.97,1,False,182.33,105.0,1.74,16.59,0.95,25.0
382,149,yes,no,0,5.7,4,1.54,0,False,190.23,86.67,2.19,17.84,0.0,0.0
383,117,yes,yes,22,3.7,5,1.0,1,False,248.1,94.67,2.62,23.63,1.06,20.0
384,84,no,no,0,7.2,4,1.94,2,False,198.17,99.0,2.0,18.86,2.02,50.0
385,137,no,no,0,10.7,7,2.89,4,False,218.43,101.0,2.16,22.36,3.96,57.14
386,99,no,no,0,8.9,1,2.4,3,False,247.33,87.0,2.84,20.9,3.45,300.0
387,54,no,no,0,8.5,5,2.3,1,False,180.93,79.33,2.28,19.64,1.26,20.0
388,85,no,no,0,10.7,3,2.89,1,False,173.47,113.0,1.54,15.66,0.88,33.33
389,150,no,no,0,10.2,6,2.75,3,False,216.53,90.67,2.39,18.17,3.31,50.0
390,43,no,no,0,11.1,2,3.0,1,False,208.97,105.33,1.98,19.67,0.95,50.0
391,35,no,no,0,8.7,3,2.35,0,False,192.3,111.67,1.72,16.5,0.0,0.0
392,98,no,no,0,12.4,5,3.35,5,False,205.17,119.67,1.71,20.19,4.18,100.0
393,112,no,no,0,9.4,3,2.54,2,False,202.67,89.0,2.28,20.9,2.25,66.67
394,16,no,no,0,10.8,2,2.92,0,True,200.5,92.33,2.17,21.33,0.0,0.0
395,98,no,yes,22,9.7,5,2.62,0,False,159.77,91.33,1.75,20.03,0.0,0.0
396,84,no,no,0,7.8,4,2.11,0,False,180.57,110.67,1.63,16.55,0.0,0.0
397,94,no,no,0,2.0,2,0.54,1,True,249.3,111.0,2.25,24.71,0.9,50.0
398,84,no,no,0,8.5,4,2.3,1,False,166.23,119.67,1.39,16.79,0.84,25.0
399,66,no,no,0,10.6,5,2.86,1,True,196.33,92.33,2.13,18.87,1.08,20.0
400,98,no,yes,31,12.0,1,3.24,1,False,188.87,104.33,1.81,16.46,0.96,100.0
401,74,no,no,0,10.6,3,2.86,0,False,190.67,110.0,1.73,19.27,0.0,0.0
402,96,no,yes,26,9.9,2,2.67,1,False,167.7,97.67,1.72,16.19,1.02,50.0
403,119,no,no,0,11.2,6,3.02,1,False,182.2,113.67,1.6,19.66,0.88,16.67
404,73,no,no,0,7.5,3,2.03,4,False,208.93,98.33,2.12,20.27,4.07,133.33
405,92,yes,no,0,9.3,5,2.51,0,False,207.93,93.0,2.24,22.52,0.0,0.0
406,21,no,no,0,6.8,7,1.84,0,False,167.7,88.33,1.9,15.09,0.0,0.0
407,122,no,no,0,8.5,5,2.3,4,True,179.73,105.0,1.71,17.1,3.81,80.0
408,133,yes,no,0,10.3,3,2.78,1,False,171.2,92.33,1.85,16.36,1.08,33.33
409,145,no,no,0,4.8,4,1.3,2,False,183.97,111.67,1.65,18.74,1.79,50.0
410,25,no,no,0,8.4,5,2.27,2,False,174.33,87.0,2.0,17.18,2.3,40.0
411,64,no,no,0,10.4,6,2.81,2,False,157.47,87.33,1.8,13.62,2.29,33.33
412,85,no,no,0,5.4,1,1.46,0,False,223.63,91.33,2.45,24.12,0.0,0.0
413,126,no,no,0,7.0,5,1.89,3,False,214.77,108.0,1.99,23.01,2.78,60.0
414,76,no,no,0,10.0,3,2.7,0,False,170.97,85.33,2.0,16.41,0.0,0.0
415,113,no,no,0,8.7,3,2.35,2,True,253.67,81.67,3.11,25.18,2.45,66.67
416,224,yes,no,0,5.0,2,1.35,1,True,181.3,101.33,1.79,17.44,0.99,50.0
417,117,no,no,0,9.8,2,2.65,0,False,208.07,94.33,2.21,21.69,0.0,0.0
418,128,no,yes,34,16.0,6,4.32,1,False,192.13,77.67,2.47,17.17,1.29,16.67
419,115,no,no,0,7.5,6,2.03,2,False,241.2,92.33,2.61,22.89,2.17,33.33
420,141,no,yes,28,9.3,11,2.51,2,False,214.37,125.33,1.71,21.79,1.6,18.18
421,51,no,no,0,15.3,1,4.13,1,False,171.1,106.67,1.6,20.88,0.94,100.0
422,100,no,no,0,12.5,3,3.38,0,False,228.07,93.67,2.43,22.53,0.0,0.0
423,96,no,yes,45,10.3,2,2.78,3,False,217.57,101.0,2.15,22.03,2.97,150.0
424,112,no,yes,16,11.3,3,3.05,1,False,183.93,113.67,1.62,19.25,0.88,33.33
425,129,yes,no,0,10.9,4,2.94,1,False,194.53,120.67,1.61,19.26,0.83,25.0
426,163,no,no,0,12.5,7,3.38,1,False,138.67,111.33,1.25,12.85,0.9,14.29
427,67,no,yes,40,9.6,9,2.59,1,False,179.53,95.33,1.88,15.33,1.05,11.11
428,140,no,no,0,11.2,5,3.02,3,False,193.1,108.33,1.78,18.53,2.77,60.0
429,49,no,no,0,12.4,7,3.35,2,False,202.37,104.67,1.93,17.73,1.91,28.57
430,46,no,no,0,13.3,2,3.59,2,True,235.3,98.0,2.4,24.49,2.04,100.0
431,148,no,no,0,11.4,4,3.08,1,False,213.97,102.0,2.1,20.83,0.98,25.0
432,112,no,no,0,12.8,2,3.46,1,False,228.23,89.33,2.55,22.84,1.12,50.0
433,78,no,no,0,11.8,5,3.19,2,False,161.97,110.67,1.46,16.08,1.81,40.0
434,61,no,yes,31,8.6,3,2.32,0,False,231.9,84.0,2.76,25.18,0.0,0.0
435,58,no,yes,29,11.2,3,3.02,1,False,174.5,93.0,1.88,19.46,1.08,33.33
436,155,no,no,0,8.0,3,2.16,1,False,235.4,117.67,2.0,22.54,0.85,33.33
437,100,no,no,0,8.3,4,2.24,0,True,224.73,92.0,2.44,24.05,0.0,0.0
438,113,no,no,0,13.5,3,3.65,1,False,225.0,107.33,2.1,20.99,0.93,33.33
439,81,no,no,0,6.3,2,1.7,2,False,183.2,95.67,1.91,17.28,2.09,100.0
440,135,no,yes,27,12.3,6,3.32,1,False,224.4,117.33,1.91,23.54,0.85,16.67
441,99,no,no,0,12.4,4,3.35,0,False,188.9,85.0,2.22,18.51,0.0,0.0
442,59,no,yes,29,6.8,3,1.84,1,False,161.97,99.67,1.63,15.78,1.0,33.33
443,135,no,no,0,12.6,5,3.4,1,False,196.37,119.67,1.64,21.62,0.84,20.0
444,85,yes,no,0,9.6,7,2.59,2,False,236.87,114.33,2.07,20.16,1.75,28.57
445,70,no,no,0,11.1,6,3.0,0,False,175.0,98.33,1.78,13.78,0.0,0.0
446,88,no,no,0,9.6,4,2.59,3,False,184.47,121.33,1.52,17.21,2.47,75.0
447,55,no,no,0,6.9,5,1.86,2,False,204.67,114.33,1.79,22.95,1.75,40.0
448,75,no,no,0,12.2,3,3.29,1,False,142.1,85.67,1.66,13.96,1.17,33.33
449,79,no,yes,21,6.3,3,1.7,4,False,213.5,96.33,2.22,23.32,4.15,133.33
450,85,no,no,0,12.5,5,3.38,0,False,200.43,102.33,1.96,17.96,0.0,0.0
451,86,no,yes,23,9.8,2,2.65,0,False,239.17,97.67,2.45,23.45,0.0,0.0
452,91,no,no,0,8.3,3,2.24,0,False,218.1,104.67,2.08,19.29,0.0,0.0
453,149,no,yes,20,14.3,9,3.86,1,False,221.2,80.33,2.75,21.89,1.24,11.11
454,97,no,no,0,11.1,1,3.0,1,True,251.0,108.67,2.31,25.63,0.92,100.0
455,88,no,no,0,14.8,2,4.0,1,True,223.57,117.0,1.91,24.37,0.85,50.0
456,60,no,no,0,9.3,2,2.51,2,False,167.43,75.33,2.22,14.03,2.65,100.0
457,54,no,no,0,9.7,7,2.62,2,False,179.83,77.67,2.32,18.27,2.57,28.57
458,11,no,yes,28,6.0,3,1.62,3,False,197.0,96.0,2.05,19.74,3.12,100.0
459,109,no,no,0,11.0,3,2.97,0,False,152.7,108.33,1.41,16.14,0.0,0.0
460,90,no,no,0,9.6,5,2.59,1,False,206.33,107.67,1.92,23.14,0.93,20.0
461,115,no,no,0,9.6,9,2.59,3,False,225.33,105.33,2.14,19.35,2.85,33.33
462,144,no,yes,18,10.1,5,2.73,1,False,140.97,111.0,1.27,12.22,0.9,20.0
463,91,no,no,0,5.9,2,1.59,0,False,203.17,83.67,2.43,17.32,0.0,0.0
464,105,no,yes,23,8.5,5,2.3,0,False,228.7,95.33,2.4,21.29,0.0,0.0
465,71,yes,no,0,13.6,3,3.67,3,True,176.03,106.0,1.66,17.58,2.83,100.0
466,132,no,yes,36,10.5,5,2.84,3,True,222.2,110.0,2.02,21.85,2.73,60.0
467,112,no,no,0,11.6,4,3.13,1,False,209.63,91.33,2.3,19.2,1.09,25.0
468,86,no,yes,32,11.1,5,3.0,3,False,160.83,129.67,1.24,12.41,2.31,60.0
469,41,no,yes,34,17.2,9,4.64,2,False,203.17,96.0,2.12,20.64,2.08,22.22
470,44,no,no,0,10.6,2,2.86,1,False,215.2,111.67,1.93,21.89,0.9,50.0
471,78,no,no,0,9.5,6,2.57,3,False,166.57,95.33,1.75,13.94,3.15,50.0
472,149,no,no,0,6.3,3,1.7,1,False,129.03,90.0,1.43,10.51,1.11,33.33
473,72,no,yes,33,6.2,4,1.67,4,True,191.77,91.33,2.1,16.86,4.38,100.0
474,139,no,yes,20,14.8,12,4.0,0,False,204.17,121.67,1.68,21.26,0.0,0.0
475,74,no,no,0,9.9,6,2.67,3,False,194.73,78.67,2.48,16.9,3.81,50.0
476,50,no,no,0,11.7,5,3.16,1,False,214.87,107.33,2.0,22.58,0.93,20.0
477,141,no,yes,23,7.6,2,2.05,3,False,177.5,115.0,1.54,16.39,2.61,150.0
478,140,no,no,0,8.1,2,2.19,1,False,202.97,118.67,1.71,17.57,0.84,50.0
479,99,no,no,0,11.2,4,3.02,2,False,206.67,100.33,2.06,19.34,1.99,50.0
480,166,no,no,0,11.6,6,3.13,1,False,182.5,85.33,2.14,19.15,1.17,16.67
481,124,no,no,0,5.3,3,1.43,1,False,197.97,106.67,1.86,17.7,0.94,33.33
482,74,no,no,0,8.1,4,2.19,0,False,195.6,92.0,2.13,17.6,0.0,0.0
483,117,no,no,0,13.3,13,3.59,2,False,206.23,99.0,2.08,18.94,2.02,15.38
484,85,no,no,0,11.0,2,2.97,3,False,225.77,102.67,2.2,22.51,2.92,150.0
485,36,no,yes,16,6.7,2,1.81,0,False,137.97,103.67,1.33,14.19,0.0,0.0
486,102,yes,no,0,12.8,3,3.46,0,False,200.77,113.33,1.77,21.73,0.0,0.0
487,76,no,no,0,10.5,2,2.84,0,False,247.03,114.67,2.15,23.52,0.0,0.0
488,165,no,no,0,0.0,0,0.0,1,False,227.03,105.67,2.15,23.13,0.95,inf
489,130,no,no,0,12.3,4,3.32,1,False,189.07,98.0,1.93,17.85,1.02,25.0
490,78,no,no,0,12.8,7,3.46,0,False,247.17,123.67,2.0,23.19,0.0,0.0
491,55,yes,no,0,14.3,6,3.86,1,True,217.23,100.67,2.16,21.19,0.99,16.67
492,92,yes,no,0,9.4,2,2.54,2,True,211.83,111.0,1.91,18.45,1.8,100.0
493,129,no,yes,33,5.9,2,1.59,2,False,220.57,122.33,1.8,18.62,1.63,100.0
494,18,no,no,0,8.2,4,2.21,1,False,212.93,109.67,1.94,22.51,0.91,25.0
495,161,yes,no,0,11.1,9,3.0,2,False,172.0,97.33,1.77,16.65,2.05,22.22
496,93,no,yes,36,8.0,4,2.16,2,False,161.37,106.0,1.52,17.09,1.89,50.0
497,144,no,no,0,11.9,3,3.21,2,False,215.13,95.33,2.26,20.91,2.1,66.67
498,75,yes,no,0,9.7,4,2.62,4,True,164.27,81.0,2.03,17.61,4.94,100.0
499,95,no,no,0,7.5,2,2.03,1,False,165.13,98.33,1.68,17.99,1.02,50.0
500,126,no,yes,23,12.6,7,3.4,3,False,181.67,105.33,1.72,15.48,2.85,42.86
501,124,no,yes,28,7.5,5,2.03,1,False,242.8,104.67,2.32,24.4,0.96,20.0
502,93,yes,no,0,17.5,5,4.73,1,True,215.33,97.0,2.22,21.49,1.03,20.0
503,109,yes,yes,26,9.3,3,2.51,0,False,214.47,108.33,1.98,20.64,0.0,0.0
504,80,no,no,0,12.4,12,3.35,0,False,208.27,92.33,2.26,20.03,0.0,0.0
505,41,no,no,0,11.1,5,3.0,1,False,182.37,72.33,2.52,16.52,1.38,20.0
506,136,no,yes,31,11.4,5,3.08,2,False,202.5,91.0,2.23,18.23,2.2,40.0
507,92,no,no,0,5.6,2,1.51,3,True,257.27,109.0,2.36,22.39,2.75,150.0
508,143,no,yes,24,11.6,5,3.13,1,False,214.5,107.67,1.99,20.39,0.93,20.0
509,118,no,yes,26,9.6,5,2.59,5,True,180.0,112.33,1.6,17.88,4.45,100.0
510,193,no,yes,17,12.3,3,3.32,1,False,177.33,104.0,1.71,15.85,0.96,33.33
511,73,no,no,0,14.8,8,4.0,3,False,207.93,94.0,2.21,21.34,3.19,37.5
512,62,no,no,0,9.1,8,2.46,2,False,206.13,96.0,2.15,19.21,2.08,25.0
513,30,no,yes,30,6.6,3,1.78,0,False,219.47,88.0,2.49,21.78,0.0,0.0
514,60,yes,yes,29,14.0,12,3.78,0,True,196.6,96.33,2.04,22.8,0.0,0.0
515,148,no,yes,14,17.5,5,4.73,1,False,144.1,97.67,1.48,12.97,1.02,20.0
516,96,no,no,0,7.6,1,2.05,2,False,195.97,102.67,1.91,17.0,1.95,200.0
517,52,no,no,0,9.4,4,2.54,2,False,165.57,106.67,1.55,18.51,1.87,50.0
518,87,no,no,0,12.9,3,3.48,1,False,187.47,97.0,1.93,18.44,1.03,33.33
519,41,no,no,0,9.0,3,2.43,3,False,156.73,97.67,1.6,17.56,3.07,100.0
520,112,no,no,0,11.6,2,3.13,1,False,182.27,100.0,1.82,21.15,1.0,50.0
521,88,no,no,0,8.2,3,2.21,4,True,158.1,81.33,1.94,12.32,4.92,133.33
522,122,no,yes,27,9.2,5,2.48,7,False,224.47,105.33,2.13,23.73,6.65,140.0
523,61,no,no,0,9.8,6,2.65,2,False,116.4,92.0,1.27,9.13,2.17,33.33
524,87,no,no,0,13.0,6,3.51,1,False,156.9,116.33,1.35,18.99,0.86,16.67
525,176,no,no,0,10.5,8,2.84,2,False,126.1,107.33,1.17,9.89,1.86,25.0
526,30,no,no,0,12.5,3,3.38,0,False,200.53,107.33,1.87,20.93,0.0,0.0
527,95,no,yes,22,11.9,7,3.21,0,False,146.17,102.33,1.43,10.06,0.0,0.0
528,46,no,no,0,8.6,4,2.32,2,False,160.47,116.0,1.38,14.52,1.72,50.0
529,100,yes,no,0,12.1,9,3.27,0,False,203.6,108.0,1.89,16.51,0.0,0.0
530,47,no,yes,37,7.8,4,2.11,2,False,199.53,88.67,2.25,18.5,2.26,50.0
531,77,no,no,0,6.7,3,1.81,2,False,205.17,89.0,2.31,18.94,2.25,66.67
532,98,no,yes,38,10.7,5,2.89,2,False,224.8,79.33,2.83,22.4,2.52,40.0
533,125,no,yes,36,5.4,3,1.46,1,False,123.07,99.67,1.23,14.49,1.0,33.33
534,67,no,no,0,9.2,10,2.48,4,False,207.8,106.33,1.95,23.17,3.76,40.0
535,194,no,no,0,18.2,1,4.91,1,False,182.67,108.67,1.68,13.98,0.92,100.0
536,128,no,yes,40,14.0,6,3.78,1,False,171.23,96.67,1.77,16.78,1.03,16.67
537,190,no,yes,22,8.5,3,2.3,0,False,156.83,95.67,1.64,16.44,0.0,0.0
538,165,no,no,0,12.4,8,3.35,0,False,210.7,117.67,1.79,21.05,0.0,0.0
539,59,no,no,0,9.9,3,2.67,2,False,180.63,110.0,1.64,15.51,1.82,66.67
540,47,no,yes,28,7.8,2,2.11,1,False,140.93,95.33,1.48,14.47,1.05,50.0
541,150,no,yes,29,6.6,1,1.78,0,False,169.93,80.67,2.11,18.5,0.0,0.0
542,152,yes,yes,20,14.2,3,3.83,9,True,252.03,98.0,2.57,24.62,9.18,300.0
543,26,no,no,0,3.5,6,0.95,3,False,214.2,110.67,1.94,22.3,2.71,50.0
544,79,no,yes,31,12.2,8,3.29,3,False,140.83,105.67,1.33,13.88,2.84,37.5
545,95,no,yes,27,11.9,3,3.21,1,False,215.47,103.67,2.08,18.41,0.96,33.33
546,69,yes,no,0,8.4,10,2.27,2,True,233.17,99.67,2.34,25.47,2.01,20.0
547,95,yes,yes,41,10.3,9,2.78,5,True,157.1,73.0,2.15,15.45,6.85,55.56
548,31,no,yes,31,5.9,3,1.59,0,False,200.47,94.0,2.13,16.48,0.0,0.0
549,121,no,yes,31,10.1,5,2.73,4,False,213.13,88.33,2.41,22.21,4.53,80.0
550,111,no,no,0,7.9,3,2.13,4,True,171.57,90.0,1.91,17.36,4.44,133.33
551,157,no,no,0,11.5,2,3.11,2,False,180.6,109.33,1.65,20.16,1.83,100.0
552,44,no,no,0,10.2,4,2.75,3,True,246.17,98.0,2.51,26.52,3.06,75.0
553,61,yes,no,0,10.1,6,2.73,2,False,127.37,117.33,1.09,11.6,1.7,33.33
554,65,no,no,0,12.7,6,3.43,2,False,185.73,93.67,1.98,18.01,2.14,33.33
555,74,no,yes,25,13.1,2,3.54,2,False,163.33,87.33,1.87,17.06,2.29,100.0
556,123,no,no,0,12.0,4,3.24,0,False,230.07,96.33,2.39,21.05,0.0,0.0
557,58,no,yes,20,9.5,2,2.57,1,False,214.93,97.0,2.22,20.63,1.03,50.0
558,74,no,no,0,8.3,5,2.24,2,True,227.6,104.33,2.18,20.84,1.92,40.0
559,125,no,no,0,7.7,6,2.08,2,False,192.23,105.33,1.83,15.97,1.9,33.33
560,80,no,no,0,10.7,1,2.89,1,False,214.23,100.0,2.14,19.49,1.0,100.0
561,53,no,yes,18,7.2,7,1.94,0,False,211.83,107.0,1.98,19.78,0.0,0.0
562,99,no,yes,28,9.1,5,2.46,1,False,212.53,102.0,2.08,21.45,0.98,20.0
563,99,no,no,0,10.9,5,2.94,1,False,158.23,98.33,1.61,14.5,1.02,20.0
564,66,no,yes,29,8.0,1,2.16,2,False,239.43,102.33,2.34,23.77,1.95,200.0
565,97,no,no,0,4.7,4,1.27,3,False,174.33,92.67,1.88,19.16,3.24,75.0
566,75,no,yes,37,11.3,5,3.05,2,False,213.87,101.33,2.11,18.31,1.97,40.0
567,85,yes,no,0,3.6,7,0.97,2,False,183.77,96.0,1.91,19.78,2.08,28.57
568,108,no,no,0,10.0,6,2.7,2,False,199.17,92.0,2.16,23.31,2.17,33.33
569,133,yes,yes,32,15.4,4,4.16,2,True,218.3,114.67,1.9,22.57,1.74,50.0
570,51,no,no,0,10.3,2,2.78,1,False,188.53,104.67,1.8,18.67,0.96,50.0
571,186,no,yes,26,14.5,3,3.92,2,False,182.63,104.33,1.75,13.68,1.92,66.67
